county,state,population,latitude,longitude
Jefferson,IL,37043,38.3005,-88.9240
Hopkins,TX,37008,33.1496,-95.5640
Clinton,IL,36998,38.6065,-89.4225
Webster,IA,36986,42.4279,-94.1818
Williams,OH,36973,41.5603,-84.5882
Putnam,IN,36942,39.6663,-86.8450
Okmulgee,OK,36900,35.6466,-95.9643
Clark,KY,36897,37.9708,-84.1474
Sagadahoc,ME,36868,43.9598,-69.8546
Delta,MI,36839,45.9193,-86.9241
Dyer,TN,36818,36.0592,-89.4136
Webster,LA,36761,32.7135,-93.3350
Escambia,AL,36755,31.1261,-87.1616
McLeod,MN,36727,44.8236,-94.2724
Graves,KY,36701,36.7231,-88.6512
Huntington,IN,36699,40.8292,-85.4881
Chippewa,MI,36670,46.3053,-84.5780
Whitley,KY,36648,36.7581,-84.1452
Coshocton,OH,36629,40.3017,-81.9201
Orange,VA,36593,38.2461,-78.0140
Beauregard,LA,36553,30.6486,-93.3432
Alexander,NC,36505,35.9210,-81.1770
Carlton,MN,36362,46.5924,-92.6770
Matagorda,TX,36251,28.8212,-96.0110
Geary,KS,36247,39.0024,-96.7525
Cocke,TN,36186,35.9254,-83.1212
Knox,IN,36148,38.6891,-87.4180
Hill,TX,36138,31.9907,-97.1324
Wise,VA,36105,36.9752,-82.6212
Laclede,MO,36060,37.6583,-92.5903
Fannin,TX,36052,33.5938,-96.1069
Scotts Bluff,NE,36048,41.8506,-103.7080
Miami,IN,35952,40.7695,-86.0450
Uintah,UT,35951,40.1248,-109.5186
Ware,GA,35917,31.0538,-82.4237
Greenup,KY,35853,38.5457,-82.9223
Adams,IN,35827,40.7457,-84.9366
Sioux,IA,35815,43.0826,-96.1779
Washington,TX,35807,30.2145,-96.4034
Greene,PA,35781,39.8538,-80.2229
Floyd,KY,35780,37.5571,-82.7457
Livingston,IL,35771,40.8916,-88.5577
Warren,MO,35729,38.7646,-91.1607
Madison,NE,35538,41.9167,-97.6008
Lincoln,ME,35466,44.0665,-69.5434
Perry,OH,35451,39.7372,-82.2361
Lincoln,TN,35365,35.1405,-86.5890
Silver Bow,MT,35306,45.9024,-112.6567
Wapello,IA,35292,41.0306,-92.4095
Becker,MN,35202,46.9346,-95.6740
Morrow,OH,35049,40.5241,-82.7941
Wasatch,UT,35009,40.3308,-111.1682
Harris,GA,34914,32.7360,-84.9089
Monroe,IL,34905,38.2785,-90.1773
Lincoln,MS,34855,31.5324,-90.4540
Alcorn,MS,34717,34.8808,-88.5803
Clark,WI,34703,44.7347,-90.6121
Barry,MO,34701,36.7099,-93.8291
Cowley,KS,34661,37.2377,-96.8375
Brookings,SD,34631,44.3697,-96.7905
Chambers,AL,34612,32.9143,-85.3920
Effingham,IL,34594,39.0598,-88.5899
Marshall,TN,34567,35.4689,-86.7650
Lincoln,NE,34532,41.0477,-100.7453
Steuben,IN,34507,41.6439,-85.0009
Howard,TX,34488,32.3062,-101.4356
Taos,NM,34475,36.5783,-105.6310
Putnam,OH,34400,41.0221,-84.1317
Nicollet,MN,34380,44.3499,-94.2475
Miami,KS,34312,38.5635,-94.8381
Whitley,IN,34259,41.1394,-85.5051
DeSoto,FL,34258,27.1864,-81.8095
Scotland,NC,34222,34.8409,-79.4804
Lee,IL,34221,41.7461,-89.3003
Platte,NE,34219,41.5713,-97.5211
Ford,KS,34212,37.6917,-99.8880
Preston,WV,34206,39.4693,-79.6682
Monroe,MS,34168,33.8923,-88.4805
Emmet,MI,34072,45.5202,-84.8904
Morrison,MN,34023,46.0126,-94.2684
Halifax,VA,34013,36.7669,-78.9366
Marshall,MS,33980,34.7623,-89.5031
Harvey,KS,33959,38.0432,-97.4272
Christian,IL,33893,39.5458,-89.2773
Pulaski,VA,33841,37.0636,-80.7144
Wexford,MI,33766,44.3383,-85.5785
Botetourt,VA,33734,37.5571,-79.8124
Lincoln,OK,33734,35.7030,-96.8809
Wakulla,FL,33732,30.1673,-84.4007
Fulton,IL,33691,40.4728,-90.2075
Seneca,NY,33651,42.7810,-76.8238
Marion,IA,33487,41.3344,-93.0994
Lee,IA,33442,40.6420,-91.4793
Pickens,GA,33439,34.4643,-84.4656
Lumpkin,GA,33405,34.5722,-84.0027
Accomack,VA,33367,37.7644,-75.6334
Daviess,IN,33337,38.7024,-87.0720
Caroline,MD,33320,38.8717,-75.8316
Petersburg,VA,33261,37.2043,-77.3913
Bureau,IL,33203,41.4041,-89.5287
Morton,ND,33192,46.7160,-101.2811
Panola,MS,33157,34.3639,-89.9506
Transylvania,NC,33131,35.2021,-82.7982
Hot Spring,AR,33129,34.3177,-92.9461
Lawrence,AL,33116,34.5217,-87.3110
Jefferson,IN,33057,38.7858,-85.4386
Jasper,IN,33045,41.0230,-87.1161
Jasper,TX,33032,30.7440,-94.0251
Rhea,TN,33031,35.6087,-84.9244
Clinton,IN,33020,40.3017,-86.4751
Gibson,IN,33006,38.3119,-87.5846
Jefferson,WA,33006,47.7486,-123.5964
Pike,AL,32997,31.8027,-85.9409
Greenbrier,WV,32995,37.9470,-80.4530
Stark,ND,32989,46.8107,-102.6551
Lee,GA,32968,31.7796,-84.1412
Weakley,TN,32946,36.2983,-88.7178
Morgan,IL,32882,39.7156,-90.2015
Lafayette,MO,32858,39.0655,-93.7854
Jackson,OH,32563,39.0197,-82.6184
Dorchester,MD,32557,38.4829,-76.0125
Hale,TX,32525,34.0705,-101.8269
Logan,WV,32350,37.8315,-81.9353
Evangeline,LA,32335,30.7289,-92.4060
Henry,TN,32305,36.3318,-88.3013
Jefferson Davis,LA,32277,30.2677,-92.8141
Lyon,KS,32182,38.4562,-96.1526
Chester,SC,32171,34.6920,-81.1595
Juneau,AK,32108,58.4546,-134.1733
Claiborne,TN,32092,36.4859,-83.6604
Franklin,AL,32011,34.4417,-87.8437
Polk,MO,31877,37.6165,-93.4005
Lassen,CA,31873,40.6736,-120.5943
Marshall,KY,31706,36.8835,-88.3294
Malheur,OR,31538,43.1934,-117.6232
Gilmer,GA,31519,34.6912,-84.4556
Lake,MT,31509,47.6459,-114.0894
Huron,MI,31461,43.8333,-83.0190
Montgomery,KS,31448,37.1925,-95.7429
Coos,NH,31430,44.6896,-71.3056
Amherst,VA,31426,37.6048,-79.1451
Jefferson,ID,31383,43.8201,-112.3113
Stone,MO,31314,36.7469,-93.4560
Titus,TX,31301,33.2166,-94.9657
Pontotoc,MS,31202,34.2254,-89.0374
Caroline,VA,31181,38.0267,-77.3471
Sheridan,WY,31176,44.7900,-106.8792
Delta,CO,31173,38.8614,-107.8629
Clarendon,SC,31163,33.6658,-80.2164
Adams,NE,31143,40.5245,-98.5012
Polk,MN,31128,47.7739,-96.4019
Washington,ME,31096,45.0307,-67.6287
Wabash,IN,31032,40.8457,-85.7940
McCurtain,OK,31003,34.1154,-94.7713
Clare,MI,30998,43.9879,-84.8478
Bee,TX,30977,28.4174,-97.7412
Summit,CO,30955,39.6342,-106.1164
Greene,IN,30900,39.0364,-86.9621
Elk,PA,30886,41.4251,-78.6491
Williamsburg,SC,30879,33.6199,-79.7277
Kleberg,TX,30860,27.4337,-97.7273
Freeborn,MN,30857,43.6738,-93.3488
Vernon,WI,30811,43.5939,-90.8344
Muhlenberg,KY,30735,37.2158,-87.1420
Bolivar,MS,30688,33.7971,-90.8806
Trempealeau,WI,30679,44.3040,-91.3585
Obion,TN,30670,36.3582,-89.1488
Hardin,OH,30622,40.6616,-83.6595
Boyle,KY,30613,37.6244,-84.8668
Marshall,WV,30509,39.8606,-80.6634
Powhatan,VA,30503,37.5502,-77.9152
Ottawa,OK,30472,36.8355,-94.8104
Caledonia,VT,30418,44.4647,-72.1021
Randolph,IL,30413,38.0521,-89.8252
Austin,TX,30406,29.8870,-96.2779
Madison,GA,30378,34.1278,-83.2090
Mecklenburg,VA,30367,36.6804,-78.3627
Giles,TN,30317,35.2021,-87.0348
Cass,MN,30288,46.9496,-94.3254
Wayne,GA,30277,31.5515,-81.9168
Iberville,LA,30210,30.2586,-91.3495
Knox,KY,30207,36.8906,-83.8540
Haralson,GA,30178,33.7942,-85.2110
McPherson,KS,30085,38.3917,-97.6480
Door,WI,30038,44.9464,-87.3142
Meade,SD,29970,44.5668,-102.7169
Schoharie,NY,29970,42.5882,-74.4421
Meade,KY,29964,37.9698,-86.2170
Park,WY,29878,44.5205,-109.5879
Franklin,ME,29839,44.9740,-70.4440
Bladen,NC,29807,34.6146,-78.5637
Smyth,VA,29799,36.8438,-81.5370
Jasper,SC,29444,32.4374,-81.0317
Grimes,TX,29442,30.5435,-95.9855
Orange,VT,29439,44.0056,-72.3768
Adams,MS,29425,31.4829,-91.3535
Sumter,GA,29378,32.0399,-84.1970
Gallia,OH,29276,38.8248,-82.3169
Marion,SC,29212,34.0801,-79.3625
Marion,AL,29203,34.1366,-87.8871
Mason,MI,29178,43.9952,-86.2500
Carroll,VA,29126,36.7316,-80.7339
Pine,MN,29090,46.1208,-92.7413
Decatur,GA,29063,30.8783,-84.5791
Morgan,CO,29045,40.2626,-103.8097
Ripley,IN,28990,39.1035,-85.2624
Neshoba,MS,28970,32.7535,-89.1176
Ellis,KS,28921,38.9147,-99.3173
Alpena,MI,28911,45.0348,-83.6282
Hancock,WV,28907,40.5219,-80.5739
Fayette,OH,28901,39.5599,-83.4561
Cherokee,NC,28868,35.1339,-84.0635
Garrett,MD,28856,39.5289,-79.2729
Marion,TN,28852,35.1293,-85.6221
Van Wert,OH,28833,40.8554,-84.5861
Sanpete,UT,28816,39.3739,-111.5763
Le Sueur,MN,28795,44.3714,-93.7301
Elmore,ID,28752,43.3540,-115.4693
Glenn,CA,28657,39.5981,-122.3919
Stoddard,MO,28656,36.8556,-89.9443
Cass,TX,28637,33.0775,-94.3435
Currituck,NC,28616,36.4050,-76.0079
Palo Pinto,TX,28569,32.7532,-98.3130
Marion,MO,28525,39.8059,-91.6224
Lincoln,WI,28402,45.3374,-89.7346
Codington,SD,28402,44.9779,-97.1886
Custer,OK,28391,35.6388,-99.0015
Jones,GA,28382,33.0251,-83.5605
Carroll,TN,28381,35.9732,-88.4503
Carroll,AR,28362,36.3410,-93.5382
Montgomery,IL,28352,39.2310,-89.4789
Monroe,GA,28287,33.0139,-83.9187
Wythe,VA,28275,36.9171,-81.0787
Fredericksburg,VA,28258,38.2992,-77.4872
Dillon,SC,28255,34.3915,-79.3789
Copiah,MS,28210,31.8693,-90.4488
Montgomery,KY,28188,38.0335,-83.9131
Dunklin,MO,28174,36.2721,-90.0909
Wells,IN,28167,40.7293,-85.2212
White,GA,28165,34.6464,-83.7471
Perry,KY,28136,37.2443,-83.2215
Washington,IN,28133,38.6000,-86.1053
Hocking,OH,28104,39.4971,-82.4792
Winchester,VA,28103,39.1735,-78.1746
Tate,MS,28094,34.6503,-89.9448
Dinwiddie,VA,28057,37.0759,-77.6323
Peach,GA,28054,32.5688,-83.8269
Logan,IL,28027,40.1245,-89.3675
Grant,NM,28006,32.7389,-108.3824
Randolph,WV,28005,38.7747,-79.8758
Baker,FL,27969,30.3311,-82.2846
Scott,MS,27943,32.4064,-89.5376
Leflore,MS,27920,33.5505,-90.3011
Union,MS,27880,34.4905,-89.0038
Jackson,WV,27868,38.8344,-81.6748
Henderson,TN,27845,35.6542,-88.3880
Bradford,FL,27816,29.9500,-82.1687
San Jacinto,TX,27666,30.5795,-95.1669
Upson,GA,27638,32.8813,-84.2994
Jennings,IN,27610,38.9969,-85.6280
Henry,OH,27601,41.3339,-84.0682
Adams,OH,27509,38.8455,-83.4721
Logan,KY,27498,36.8597,-86.8789
Yazoo,MS,27467,32.7803,-90.3964
Del Norte,CA,27462,41.7431,-123.8972
Orleans,VT,27459,44.8290,-72.2436
Fluvanna,VA,27442,37.8419,-78.2773
White,TN,27420,35.9264,-85.4552
West Baton Rouge,LA,27377,30.4636,-91.3127
McDonough,IL,27370,40.4562,-90.6779
Dawson,GA,27355,34.4443,-84.1706
Tillamook,OR,27345,45.4636,-123.7126
San Miguel,NM,27215,35.4805,-104.8158
Cibola,NM,27211,34.9125,-107.9997
Union,SC,27158,34.6895,-81.6191
Pike,OH,27151,39.0773,-83.0668
Iroquois,IL,27043,40.7473,-87.8243
King George,VA,26985,38.2733,-77.1572
Mineral,WV,26957,39.4147,-78.9438
Gillespie,TX,26953,30.3181,-98.9465
Toombs,GA,26946,32.1216,-82.3312
Caddo,OK,26910,35.1744,-98.3751
Woodford,KY,26886,38.0424,-84.7436
Hardin,TN,26824,35.1987,-88.1845
De Soto,LA,26821,32.0554,-93.7373
Carroll,OH,26761,40.5796,-81.0897
Ashe,NC,26759,36.4341,-81.5003
Cass,NE,26749,40.9097,-96.1409
Stephens,GA,26732,34.5540,-83.2932
Oceana,MI,26707,43.6410,-86.2675
Boone,IA,26700,42.0365,-93.9316
Juneau,WI,26695,43.9246,-90.1138
Lewis,NY,26690,43.7851,-75.4486
Mille Lacs,MN,26680,45.9380,-93.6301
Carter,KY,26671,38.3182,-83.0495
Geneva,AL,26647,31.0951,-85.8391
Wasco,OR,26639,45.1600,-121.1678
Harlan,KY,26589,36.8569,-83.2180
Marlboro,SC,26585,34.6020,-79.6786
Grayson,KY,26465,37.4608,-86.3439
Elbert,CO,26457,39.2865,-104.1357
Decatur,IN,26432,39.3070,-85.5011
Clay,IN,26396,39.3928,-87.1158
Union,OR,26286,45.3102,-118.0088
Wyoming,PA,26219,41.5184,-76.0164
Edgefield,SC,26181,33.7722,-81.9664
Charlevoix,MI,26174,45.2995,-85.1240
Hart,GA,26110,34.3509,-82.9642
Grady,GA,26075,30.8747,-84.2345
Montezuma,CO,26070,37.3386,-108.5966
Taylor,KY,26056,37.3665,-85.3279
Lawrence,SD,26047,44.3586,-103.7923
Lamoille,VT,25977,44.6070,-72.6419
Franklin,KS,25968,38.5645,-95.2859
Dickinson,MI,25937,46.0092,-87.8703
Johnson,AR,25925,35.5697,-93.4602
McNairy,TN,25895,35.1755,-88.5636
Simpson,MS,25889,31.9132,-89.9195
Brown,MN,25880,44.2421,-94.7276
Sunflower,MS,25867,33.6023,-90.5886
Montgomery,NC,25839,35.3325,-79.9055
Garvin,OK,25806,34.7046,-97.3093
Russell,VA,25763,36.9339,-82.0954
Cheboygan,MI,25709,45.4463,-84.4999
Benton,IA,25652,42.0802,-92.0657
Plymouth,IA,25621,42.7378,-96.2141
Staunton,VA,25581,38.1593,-79.0611
Payette,ID,25571,44.0068,-116.7608
Hardee,FL,25528,27.4927,-81.8100
Butts,GA,25522,33.2879,-83.9572
Hardeman,TN,25519,35.2068,-88.9931
Mason,WV,25488,38.7697,-82.0266
Pottawatomie,KS,25482,39.3790,-96.3424
Barton,KS,25477,38.4790,-98.7565
Gladwin,MI,25461,43.9907,-84.3883
Morehouse,LA,25438,32.8202,-91.8018
Fannin,GA,25436,34.8641,-84.3198
Churchill,NV,25409,39.5809,-118.3358
Luna,NM,25393,32.1823,-107.7499
Salem,VA,25372,37.2864,-80.0554
Macon,TN,25365,36.5320,-86.0073
Lyon,MN,25352,44.4135,-95.8390
Iosco,MI,25319,44.3559,-83.6359
Adair,MO,25299,40.1906,-92.6007
Todd,MN,25277,46.0706,-94.8976
Posey,IN,25226,38.0218,-87.8685
Otsego,MI,25221,45.0214,-84.5990
Lauderdale,TN,25171,35.7605,-89.6305
Grant,KY,25085,38.6488,-84.6246
Milam,TX,25080,30.7863,-96.9768
Cherokee,AL,25069,34.1759,-85.6038
Manistee,MI,25058,44.3330,-86.0568
Washington,FL,25014,30.6106,-85.6653
Bremer,IA,25012,42.7746,-92.3181
Hickman,TN,24996,35.8032,-87.4733
Crook,OR,24987,44.1422,-120.3566
Cleburne,AR,24948,35.5382,-92.0267
Prentiss,MS,24945,34.6183,-88.5201
Routt,CO,24944,40.4852,-106.9913
Goochland,VA,24906,37.7221,-77.9158
Chattooga,GA,24902,34.4750,-85.3453
Union,GA,24880,34.8341,-83.9907
Barbour,AL,24877,31.8696,-85.3932
Audrain,MO,24873,39.2157,-91.8416
Cassia,ID,24859,42.2839,-113.6001
Miller,MO,24855,38.2145,-92.4284
Uvalde,TX,24833,29.3573,-99.7622
Texas,MO,24828,37.3173,-91.9651
Jackson,OK,24776,34.5880,-99.4148
Teller,CO,24758,38.8824,-105.1617
Yates,NY,24713,42.6335,-77.1055
Somerset,MD,24672,38.1158,-75.7518
Waushara,WI,24672,44.1131,-89.2429
Jefferson,OR,24659,44.6294,-121.1761
Randolph,MO,24652,39.4401,-92.4971
White,IN,24630,40.7498,-86.8655
Nicholas,WV,24624,38.2917,-80.7994
Randolph,IN,24586,40.1576,-85.0114
Fayette,TX,24564,29.8768,-96.9198
Rowan,KY,24551,38.1963,-83.4211
George,MS,24547,30.8626,-88.6440
Jerome,ID,24474,42.6899,-114.2639
Scott,IN,24403,38.6851,-85.7475
Abbeville,SC,24368,34.2226,-82.4593
Marion,MS,24362,31.2308,-89.8224
Burke,GA,24337,33.0611,-82.0007
Lincoln,KY,24320,37.4554,-84.6608
Tattnall,GA,24309,32.0458,-82.0581
Blaine,ID,24248,43.4119,-113.9802
Bell,KY,24248,36.7306,-83.6741
Fairfax City,VA,24242,38.8531,-77.2998
Shelby,TX,24157,31.7924,-94.1450
Aransas,TX,24048,28.1254,-96.9933
Dawson,NE,24037,40.8699,-99.8196
Hood River,OR,23965,45.5190,-121.6511
Itawamba,MS,23888,34.2800,-88.3613
Upshur,WV,23875,38.8978,-80.2334
Anderson,KY,23839,38.0039,-84.9910
Ohio,KY,23782,37.4782,-86.8489
Iowa,WI,23766,43.0005,-90.1354
Page,VA,23753,38.6194,-78.4844
Saline,IL,23662,37.7531,-88.5407
Antrim,MI,23662,44.9991,-85.1402
Winston,AL,23655,34.1492,-87.3737
Grainger,TN,23648,36.2763,-83.5096
Seminole,OK,23592,35.1675,-96.6155
Washington,MO,23580,37.9617,-90.8774
Roscommon,MI,23556,44.3356,-84.6116
Juniata,PA,23535,40.5311,-77.4022
Franklin,GA,23480,34.3754,-83.2291
Mingo,WV,23466,37.7264,-82.1347
Menominee,MI,23433,45.5801,-87.5566
Curry,OR,23404,42.4576,-124.1568
Pacific,WA,23396,46.5556,-123.7039
Fayette,IN,23391,39.6400,-85.1788
McDonald,MO,23381,36.6287,-94.3483
Meeker,MN,23352,45.1231,-94.5274
Teton,WY,23346,43.9346,-110.5898
Yankton,SD,23311,43.0090,-97.3948
Starke,IN,23308,41.2809,-86.6476
Plaquemines,LA,23305,29.4406,-89.6100
New Kent,VA,23296,37.5052,-76.9974
Hampshire,WV,23275,39.3171,-78.6141
Saline,MO,23219,39.1368,-93.2018
Vilas,WI,23146,46.0529,-89.5148
St. Francis,AR,23138,35.0220,-90.7478
Ray,MO,23122,39.3523,-93.9899
Clarke,AL,23058,31.6767,-87.8308
Hopewell,VA,23046,37.2915,-77.2985
Crawford,MO,23023,37.9764,-91.3039
Osceola,MI,23022,43.9898,-85.3252
Poinsett,AR,22997,35.5740,-90.6630
Emanuel,GA,22907,32.5897,-82.3017
Franklin,IN,22850,39.4149,-85.0602
Allen,LA,22798,30.6530,-92.8280
Klickitat,WA,22798,45.8738,-120.7891
Caswell,NC,22747,36.3932,-79.3335
Columbia,AR,22707,33.2143,-93.2273
Rockbridge,VA,22673,37.8145,-79.4473
Mercer,KY,22662,37.8110,-84.8745
Johnson,KY,22631,37.8466,-82.8315
Ouachita,AR,22606,33.5934,-92.8819
Overton,TN,22576,36.3450,-85.2881
Panola,TX,22540,32.1624,-94.3056
Washington,IA,22534,41.3356,-91.7179
Sumner,KS,22517,37.2373,-97.4765
Leelanau,MI,22426,44.9385,-85.8120
Saunders,NE,22374,41.2264,-96.6374
Asotin,WA,22370,46.1918,-117.2030
Brooke,WV,22349,40.2739,-80.5764
Waynesboro,VA,22341,38.0674,-78.9014
Beckham,OK,22295,35.2687,-99.6820
Lee,VA,22287,36.7054,-83.1286
Bibb,AL,22251,32.9986,-87.1265
Meigs,OH,22242,39.0822,-82.0228
Limestone,TX,22222,31.5455,-96.5805
Sabine,LA,22209,31.5640,-93.5547
Putnam,GA,22206,33.3218,-83.3728
Anson,NC,22200,34.9738,-80.1027
Nobles,MN,22194,43.6742,-95.7534
Grant,LA,22185,31.5997,-92.5595
Randolph,AL,22179,33.2938,-85.4591
Houston,TX,22107,31.3177,-95.4227
Henry,MO,22064,38.3852,-93.7928
Mahaska,IA,22059,41.3352,-92.6409
Martin,NC,21992,35.8432,-77.1092
Seward,KS,21942,37.1933,-100.8513
Jo Daviess,IL,21942,42.3658,-90.2126
Prince Edward,VA,21922,37.2243,-78.4411
Scott,TN,21917,36.4285,-84.5035
Lampasas,TX,21829,31.1962,-98.2415
Wyandot,OH,21818,40.8424,-83.3044
Colusa,CA,21811,39.1775,-122.2370
Tippah,MS,21769,34.7684,-88.9089
McDuffie,GA,21715,33.4828,-82.4814
Boone,WV,21705,38.0230,-81.7112
Sevier,UT,21667,38.7477,-111.8046
Gage,NE,21654,40.2619,-96.6894
Llano,TX,21637,30.7058,-98.6841
Mitchell,GA,21634,31.2253,-84.1943
Hertford,NC,21633,36.3591,-76.9820
Minidoka,ID,21626,42.8543,-113.6375
Stutsman,ND,21609,46.9793,-98.9588
Scott,VA,21536,36.7143,-82.6029
Gaines,TX,21523,32.7408,-102.6352
Hockley,TX,21495,33.6076,-102.3432
Letcher,KY,21490,37.1212,-82.8553
Hubbard,MN,21479,47.1086,-94.9166
Grenada,MS,21474,33.7699,-89.8019
Clark,AR,21469,34.0510,-93.1764
Fayette,IL,21464,39.0002,-89.0241
Jersey,IL,21462,39.0855,-90.3565
Wabasha,MN,21460,44.2843,-92.2303
Taylor,FL,21421,30.0470,-83.6035
Madison,NC,21414,35.8580,-82.7058
Owen,IN,21361,39.3128,-86.8377
Leake,MS,21335,32.7535,-89.5240
Dakota,NE,21308,42.3911,-96.5645
Logan,CO,21302,40.7247,-103.1101
Moore,TX,21284,35.8377,-101.8930
Newton,MS,21275,32.4002,-89.1188
Gray,TX,21272,35.4012,-100.8126
Coahoma,MS,21264,34.2300,-90.6018
Fillmore,MN,21251,43.6740,-92.0902
Logan,AR,21247,35.2149,-93.7166
Wyoming,WV,21237,37.6096,-81.5492
Bandera,TX,21182,29.7472,-99.2463
Morgan,MO,21169,38.4237,-92.8860
Clinton,MO,21155,39.6018,-94.4046
Texas,OK,21144,36.7479,-101.4901
Nodaway,MO,21140,40.3608,-94.8834
Morgan,TN,21124,36.1350,-84.6492
Assumption,LA,21067,29.9024,-91.0608
Union,LA,21049,32.8318,-92.3748
Shelby,IL,21042,39.3911,-88.8055
Perry,IL,20996,38.0837,-89.3670
Jackson,WI,20958,44.3192,-90.8052
Fairfield,SC,20942,34.3951,-81.1212
Dodge,MN,20893,44.0226,-92.8621
Washington,NE,20884,41.5311,-96.2220
Ogemaw,MI,20820,44.3350,-84.1264
Sullivan,IN,20791,39.0888,-87.4147
Conway,AR,20782,35.2624,-92.7014
Allen,KY,20773,36.7513,-86.1904
Jones,IA,20733,42.1212,-91.1315
Adams,WI,20730,43.9696,-89.7704
Carroll,IA,20728,42.0362,-94.8605
Worth,GA,20706,31.5515,-83.8509
Buena Vista,IA,20687,42.7355,-95.1511
Meriwether,GA,20679,33.0406,-84.6883
Barnwell,SC,20653,33.2661,-81.4349
Pointe Coupee,LA,20652,30.7095,-91.6008
Buchanan,IA,20631,42.4708,-91.8379
Greene,VA,20631,38.2976,-78.4669
Hutchinson,TX,20595,35.8400,-101.3547
Colorado,TX,20582,29.6208,-96.5263
Kewaunee,WI,20570,44.5161,-87.6153
Adams,WA,20557,46.9834,-118.5606
Uinta,WY,20546,41.2876,-110.5476
Dukes,MA,20543,41.3961,-70.6500
Breckinridge,KY,20528,37.7733,-86.4293
Jay,IN,20451,40.4380,-85.0057
Henry,IA,20436,40.9880,-91.5445
Fulton,IN,20420,41.0470,-86.2635
Woodward,OK,20411,36.4227,-99.2651
Lincoln,WV,20410,38.1753,-82.0704
Greene,NC,20407,35.4850,-77.6758
Carroll,IN,20397,40.5828,-86.5635
Lavaca,TX,20379,29.3843,-96.9302
Yell,AR,20342,35.0026,-93.4108
Carbon,UT,20338,39.6481,-110.5887
Clay,KY,20322,37.1597,-83.7146
Willacy,TX,20308,26.4693,-97.6632
Crisp,GA,20255,31.9229,-83.7681
Buchanan,VA,20246,37.2666,-82.0360
Bourbon,KY,20228,38.2067,-84.2172
Lincoln,NM,20222,33.7453,-105.4593
DeKalb,TN,20209,35.9799,-85.8328
Montague,TX,20197,33.6757,-97.7246
Morgan,GA,20171,33.5908,-83.4924
Lincoln,MT,20157,48.5425,-115.4051
Calhoun,TX,20127,28.5074,-96.6018
Labette,KS,20096,37.1913,-95.2976
St. James,LA,20090,30.0270,-90.7931
Winneshiek,IA,20050,43.2907,-91.8437
Hempstead,AR,20037,33.7354,-93.6684
Smith,TN,20034,36.2505,-85.9567
Richland,LA,20028,32.4178,-91.7635
Taylor,WI,19979,45.2116,-90.5012
Dodge,GA,19977,32.1722,-83.1684
Washington,GA,19975,32.9695,-82.7959
Davison,SD,19966,43.6747,-98.1460
Tyler,TX,19962,30.7712,-94.3766
Martin,MN,19960,43.6744,-94.5511
Spencer,IN,19935,38.0141,-87.0077
Union,TN,19860,36.2879,-83.8375
DeWitt,TX,19826,29.0821,-97.3567
Pierce,GA,19822,31.3588,-82.2128
Monroe,AL,19816,31.5709,-87.3654
Lincoln,WY,19794,42.2639,-110.6560
Duchesne,UT,19779,40.2982,-110.4252
Vernon,MO,19777,37.8506,-94.3424
Orange,IN,19768,38.5418,-86.4951
Wayne,MS,19760,31.6408,-88.6958
Jones,TX,19758,32.7399,-99.8788
Franklin,LA,19752,32.1333,-91.6738
Gonzales,TX,19736,29.4567,-97.4925
Adair,OK,19726,35.8839,-94.6587
Douglas,IL,19714,39.7694,-88.2173
Wayne,KY,19666,36.8013,-84.8286
Plumas,CA,19650,40.0046,-120.8385
Marion,KY,19627,37.5525,-85.2696
Benton,MO,19616,38.2949,-93.2879
Freestone,TX,19599,31.7049,-96.1491
Simpson,KY,19574,36.7420,-86.5823
Elbert,GA,19570,34.1168,-82.8401
Chaffee,CO,19564,38.7470,-106.1941
Spencer,KY,19549,38.0325,-85.3278
Polk,NC,19538,35.2793,-82.1697
Holmes,FL,19529,30.8679,-85.8140
Fayette,IA,19519,42.8626,-91.8444
Langlade,WI,19512,45.2623,-89.0719
Jackson,IA,19470,42.1717,-90.5743
East Feliciana,LA,19452,30.8451,-91.0455
Polk,AR,19384,34.4858,-94.2282
Cherokee,KS,19380,37.1693,-94.8463
Hart,KY,19345,37.2999,-85.8847
Kent,MD,19289,39.2545,-76.0400
Los Alamos,NM,19253,35.8693,-106.3073
Gem,ID,19250,44.0615,-116.3975
Macon,AL,19198,32.3859,-85.6926
Perry,IN,19186,38.0797,-86.6380
Marengo,AL,19180,32.2477,-87.7895
McIntosh,OK,19159,35.3736,-95.6668
Pike,GA,19145,33.0923,-84.3892
Roosevelt,NM,19142,34.0212,-103.4800
Green Lake,WI,19093,43.8004,-89.0449
Beadle,SD,19089,44.4145,-98.2781
Humphreys,TN,19032,36.0408,-87.7756
Greene,GA,19020,33.5788,-83.1667
Ashley,AR,19018,33.1912,-91.7685
Butler,AL,18981,31.7524,-86.6803
Perry,MO,18970,37.7072,-89.8244
Waseca,MN,18953,44.0221,-93.5873
Saluda,SC,18952,34.0061,-81.7268
Pickens,AL,18925,33.2808,-88.0887
McDowell,WV,18911,37.3785,-81.6536
Hampton,SC,18890,32.7763,-81.1407
Adair,KY,18887,37.1042,-85.2806
Tishomingo,MS,18837,34.7404,-88.2393
Inyo,CA,18829,36.5111,-117.4107
Paulding,OH,18827,41.1166,-84.5802
Houston,MN,18826,43.6714,-91.4929
Harrison,KY,18803,38.4418,-84.3314
Warren,NC,18803,36.3965,-78.1067
