true,prot,deut,trit
7329A0,004DA0,00518D,62494F
248518,82731A,906D2A,467B84
C80939,6A6453,7D5F30,C61C1A
65134E,243864,383848,612629
AF08CE,0064CF,0C69B8,9C5258
ECB022,D0B929,EBAF27,F5A2AE
D2BBC2,C2BEC3,D2B9C1,D2B9C7
47E885,DFCB7A,F4C390,72DBEC
688E4A,908248,9F7C51,74858F
D8ECF1,EAE6EE,F9E1F4,D9EAFC
0BB96C,AFA063,BF9976,4AAEBC
AF221B,655B2D,745613,AE2627
9F14AA,005ABA,345D98,91464B
8C1501,514811,5B4400,8B1A1A
A864B1,627AC0,6F7BA8,9E7079
2EDB35,D5BD31,EDB34A,6BCBDB
227677,6B6A70,6D687B,2C747D
9A2650,505466,625149,973134
68208E,00448E,00487D,5A4045
FC3D35,94864B,AA7F28,FC3E40
830F7E,004896,374A71,7A3538
982614,5B5224,684D0F,97292A
3832E3,0051A8,00578F,005D62
CA25B3,0F6EE6,6171A1,BE4E53
BE1533,67604B,785C2B,BC2120
0067B7,3F63B2,0067B4,007077
D3684C,928657,A68047,D4646B
C7D2F0,CBCFEF,D6CCF1,C3D3E3
B35E08,837416,946E00,B5585E
90000D,4F4720,5A4300,8E0D00
BF1CB9,0069DB,506DA6,B14E53
EFBA6B,D5C26E,EFB86B,F6AFBC
ADBD23,C9B326,E2A932,BBAEBC
9E40CC,0069DB,276EBC,8A6269
097030,6C612F,765C3A,316971
88869F,82869E,8A849E,848792
070D32,001731,00192A,001B1D
2CF56A,EDD560,FFCC8A,70E5F8
B3E0D4,DBD5CD,EACFD8,B7DBEC
9B5E88,687092,746E82,96646B
2B4B80,374B7E,2A4D7F,16545B
1F0C01,1B1807,1F1705,251314
56B157,AD9D52,BF9560,6EA5B2
B6A6C8,A4A9CA,AEA7C6,B1A8B5
F31B8F,687EBF,8D7C7E,EE3F41
706025,6C612A,795C2B,755A61
16A0DD,7F93D3,6F94E0,00A5B1
04F812,F1D509,FFCD81,71E6F8
F4BD39,DCC43E,F8BA3C,FEAFBC
32B34D,AD9B48,BF9459,5AA6B4
899B2E,A39130,B78A38,948F9A
932C6A,455481,585361,8E3B3F
2A2D0D,342F14,3A2D16,322E31
15C5B2,B4AEA5,BAA9BA,3BBFCE
01A5EF,7F98E5,679BF2,00ABB7
E35259,8B836C,A07D50,E25358
836B19,7B6D20,8A6721,88636B
DF32ED,3682FF,5286D7,CD676F
507FE0,537EDF,3382DD,1A8E9A
A86647,80764E,907046,A96269
3EC977,C0B06E,D2A881,63BDCC
8AA82F,AF9C30,C4943A,989BA7
BD7B3D,988944,AB823D,C0737C
9DE0B8,DCD0AF,ECC9BE,A8D8E9
AA6F5C,857C62,95775A,AB6B73
35FC11,F7DA05,FFD393,7CEAFC
A4A1C2,9CA1C2,A49FC1,9FA3AF
92A344,AB9A44,BF924B,9D97A3
C8A143,B8A546,CE9C46,CF96A1
EBB159,CEBA5D,E7B159,F2A5B2
932B41,545253,624F3C,913235
3CB413,B09C14,C5932E,63A6B3
6AB35A,B2A055,C49963,7DA7B4
3B7990,6B7089,696F92,387A84
93DCBC,D5CBB3,E4C5C2,9DD5E6
FE52C4,7193EE,9693B3,F66A71
607A0A,7F7010,8F6A1C,6C7079
FEDC71,F6DE71,FFD7A8,FFD2DE
E5FCC5,FFF3D1,FFF1E9,F1F3FF
7A5038,625A3E,6E5639,7B4E53
1572AB,576AA4,466CAC,007880
33453B,46433C,4B413F,39454A
ACAFAE,B0ACAC,BDA7AE,ADACB9
F3ACE1,B6BFED,C7BCDB,EEB1BE
46CFBE,BFB9B2,C6B4C6,57C9D9
0D073D,001831,00192A,001B1D
FB8BF0,96AFFF,A8AFE4,F19BA6
BE04DF,006DE0,0A72C7,A9585F
D6DA06,EDD10A,FFC86C,E6C9D9
96C6E2,B8BCDC,BDBAE5,92C7D6
88A13F,A8963F,BB8F47,9495A1
E7B94E,D4BE51,EEB450,F0ACB9
1C1FC8,004287,004673,004B4F
4E9682,8E877A,968387,58919C
99882F,978733,A98035,A07E88
F040DB,4F8AFF,778CC7,E3676E
C9D9D3,D9D3CF,E9CDD5,CCD5E6
514CEB,0061CA,0067AD,006F77
A5E85C,EDD457,FFCC83,BAD8E9
6E0B70,003E80,2A4065,662F32
F30A2F,857949,9A7320,F21B13
5C2BC6,004FA3,00548C,32575E
D7B6A4,C4BAA5,D7B4A3,DAB0BE
E0F196,FDE891,FFE3C9,EDE4F6
7D6F14,7C6E1B,8C691E,83676F
8BB385,B3A77F,C3A089,94AAB8
F44FA4,7B8CC7,998A95,EE5F65
74C597,BFB38E,CDAC9D,82BCCB
1A27DF,004A98,004F81,005558
90831F,918124,A37A28,977982
7FE072,DEC96A,F5C07C,98D2E3
E8F8DB,FDF2D7,FFEFEB,F0F2FF
026561,5C5A5B,5E5866,18636B
BB79B2,7F8CBE,8D8BAB,B4808A
483A98,004896,004C83,304F56
D3D779,E5D076,FEC67D,DFCADA
50D3A1,C8BB95,D5B5A9,69CADA
8DB363,B7A65F,CA9E69,99A8B5
6D2041,3A3F51,463D3E,6B2A2D
96FE25,FFE44E,FFDEB4,B6ECFE
97569D,556CAB,626C95,8E626A
AB8BF9,7199FF,6D9CF2,969CA9
A2CA54,D1BB51,E8B25D,B2BCCB
D21463,656B86,7E6857,CE2D2E
817A20,867725,967129,88717A
34FD0D,F8DB00,FFD496,7DEBFD
16A0EC,7994E3,6297EF,00A7B3
5D4830,544D35,5D4A33,60464C
22D707,D1B900,EAAF32,67C6D6
9FC9F2,B9C1EE,BCBFF5,97CCDC
4B0543,002A57,232B3E,481D1F
7A30D2,005ABB,0060A2,5B5D64
151EB7,003C7D,00406A,004548
A1DBBD,D7CCB5,E6C6C2,A9D4E5
223223,353226,3A302A,2A3337
6C0718,3B372A,453418,6B1212
6D65D7,2970E0,0075CD,4E7A84
AB6DE9,4585FE,528ADE,96848E
0E5541,514C3E,564947,235359
C86B00,94830F,A67B00,CB636A
935451,6A6559,78614F,92545A
506011,665A17,72551D,5A5960
5FC4E6,ADB4DC,ABB3EB,57C5D5
4B5F99,4B5F98,446197,3D6870
A33496,3560B5,566289,994C51
3D9A88,8F897F,96868D,4B95A1
F293F9,9AB2FF,A5B1EF,E6A2AF
DC7ACD,8299E2,9698C2,D38690
7571C5,5677C9,507AC0,637E88
CB9A38,B4A13D,CA983B,D18F99
ECA87A,C4B57F,DCAD77,F0A0AC
494FDD,005FC5,0065AA,006D74
F43B8D,7984B2,97817E,F04D51
91B1E2,A0ACDF,A1ABE3,87B5C3
878725,928229,A47B2E,8F7D86
A0AC45,B6A345,CB9B4C,ABA0AC
974392,4562A7,586288,8E5359
7A3542,4E4C4E,594A40,79393D
8F84BF,7889C2,7B89BC,858B96
8A062E,474544,55422A,881717
C002B3,0067D5,506A9F,B3474B
78E062,DEC85B,F6BE6E,94D1E2
87EF54,EFD64E,FFCD88,A4DFF0
A701C7,0060C6,0064AF,944E54
E4CC6A,E1CB6A,FBC26D,EEBFCE
53160E,342F1B,3B2D12,541B1D
7A7FD8,6183DB,5886D4,658C97
0E9371,888069,917C78,358C97
B7B99A,BFB597,D1AE9B,BCB2C0
B1AA2E,BAA531,D09C37,BB9DA9
A10899,0057B4,425A88,963D41
66C26F,BEAD68,D0A577,7CB6C5
C2B8B9,BCB8B8,CBB3B9,C3B5C3
F0ECDD,F3EADB,FFE6E3,F4E7F9
5E1AF5,0056B0,005B97,006269
90ADC6,A3A7C2,A9A4C7,8CADBB
A6C3BD,C0BBB8,CCB6C0,A8BFCE
B42F5F,5E6278,726056,B03A3E
1D903E,8A7C3B,987649,448691
B3395B,656570,776253,B04044
0922EF,004C9C,005185,00575B
9A1DCB,005EC3,0064AC,84545B
EAA0CB,ADB3D6,C0B0C5,E6A3B0
D595A2,A6A4A9,B89F9D,D4949F
2E6FE5,1D70E6,0076CB,008089
C1D71E,E5CB20,FFC042,D2C7D6
9A9CA1,9C9A9F,A796A1,9A9AA6
CB608A,7D819C,907E81,C7666D
D49A74,B2A578,C79E72,D7939E
B630B4,0069DB,526CA3,A95359
8F7FB5,7684B8,7B84B1,868590
D52F7C,66729E,81706F,D04245
9BF061,F3D95B,FFD298,B4E0F2
3CB7A0,A9A295,B29EA7,4FB1BF
DE8DB1,9FA2BD,B19FAA,DA909A
BAC438,D2BB39,EBB142,C7B5C3
62B022,B09C23,C59434,7AA2AF
D0AC61,C1AF63,D8A762,D7A1AE
44E819,E3C916,FEBE3B,7AD7E8
A1352C,635B3B,715629,A0373A
7D64F2,0076F6,007DD7,58818B
DF82BA,939DCA,A69AB1,D98993
EEC026,DEC42C,F9BA2D,F8B1BF
F17BEE,83A4FF,95A4E1,E58F99
0A5ADD,0060C8,0066AC,006E74
A4372A,665D39,745827,A3383B
8ABF15,C4AE17,DCA42D,9DB0BE
2138D2,004EA0,005289,00595D
C0652F,8B7D39,9D762D,C25F66
DECD4E,E2CA4F,FDC053,EABFCD
E40072,67739D,867064,E02D2D
693A96,004FA5,22538C,5B4F55
BE1C22,6B6136,7B5C19,BC2222
D6B455,CAB657,E3AD57,DEA8B5
60538A,485A8E,495B86,575C63
FAB527,D9C02E,F4B62A,FFA9B4
323846,383A47,3A3948,343C41
9E287B,3D5899,585970,973E42
E3C349,DBC44B,F6BA4D,EDB5C3
FC63B6,8698D6,A396A8,F67179
89EAEC,DAD8E2,E2D3F3,8DE7F9
959F57,A79856,B9915C,9E95A0
3AEDCB,DCD2BD,E7CCD5,5BE6F8
40E359,DDC552,F4BC68,72D4E4
E6870A,B19D19,C89400,EB7C85
EF5377,8B898F,A3846C,ED595E
7A94C8,8391C5,8191C8,6F99A5
BD94C0,969EC6,A29CBC,B798A3
63C777,C2B16F,D4AA80,7ABBCA
E5CB51,E2CA52,FDC055,F0BDCB
5744E8,005EC3,0064A7,006C74
440262,002B59,002E4E,3B272A
F5012B,867A45,9B731B,F41500
348F81,847F79,8A7C86,418A96
CC1782,516AAC,736974,C6393B
8839B5,005CC0,1D61A7,76575E
1E5AB5,255AB3,005FA4,00676E
D87E9C,9597A9,A89395,D5808A
7CDC9C,D6C792,E8BFA4,8FD2E2
92E0D2,D6CFC9,E2CAD8,99DBEC
FE0F63,818089,9C7B55,FC2C2B
2E465F,3F455D,3D4560,2C4A50
A2311E,635A2D,71551A,A13235
E614E9,2C7FFF,5484D1,D55E65
36E6ED,CECEDF,D0CBF6,42E4F6
63B0AB,A4A1A2,AB9DB0,69ACBA
E9A666,C4B26A,DCAA64,EE9CA8
9BA1EA,8DA3EC,8CA3E8,8CAAB7
BE7FDA,7593E9,8195D1,B18D98
960B7B,114FA3,49506E,8E3336
911E47,4B4D5D,5B4B41,8E2A2C
34C7A6,B9B09A,C3AAAE,50C0CF
4685C5,697EBF,5C80C5,2B8D98
47D32F,CFB72C,E6AE44,73C3D3
131ED3,00448B,004876,004D51
1D3AEC,0054AE,005A94,006065
31A459,9D8F53,AC8962,5199A6
A71EC5,0062CC,1F67B1,955358
228EFC,5488F8,008EF9,009BA5
209D54,96884E,A4825D,47939F
369859,928553,9F8061,508F9A
AE332B,69603B,785B26,AD3538
B1B1E9,A5B2EA,AAB1E8,A7B6C5
AAC0E4,B5BBE1,BBB9E5,A4C2D1
A3421A,6C6127,7A5B17,A34044
F2127D,6F7BA9,8F786E,EE3637
D8712F,9C8C3A,B1852C,DA6A71
764F11,63581A,6F5317,794B50
D7D41A,E8CD1E,FFC354,E6C4D3
F83FA8,7089D3,938798,F2575C
885918,6F6320,7D5E1C,8B545A
75912E,96862F,A87F38,818691
DCCAEA,CACEEC,D8CAE9,D8CBDB
151ECB,004287,004673,004B4E
F302BB,2F7EFC,7B80A6,E94A4E
070763,002041,002238,002426
8B8FC6,8190C6,8390C4,8195A1
68C98D,C2B484,D2AD94,7BBFCE
640136,2A334E,3A3232,621718
5CE199,D8C88E,E9C0A2,79D6E7
2CC0F0,A2AFE5,97AFF6,00C3D3
A7580C,7B6D19,8A6706,A95258
FEF97C,FFF4CC,FFF1E4,FFEFF7
539798,8C8A90,91879C,5794A0
3F70ED,0A73F0,007AD1,00848D
DBBE7B,D1C07B,E9B77C,E2B4C1
D368AF,7A8AC4,8E89A4,CC737B
9F8685,8E8A86,9B8684,9F838D
F79809,C3AD18,DCA300,FD8C96
4F8291,77798B,797793,4F828C
E320AF,4079E5,777A9C,DA4B50
0A7D31,786C30,84663C,37747E
35F784,EED778,FFCF9C,70E9FB
E6A412,C6AF1C,DFA516,ED97A2
DF1B30,7C7148,8F6B25,DE2422
BF7A64,948A6B,A68461,C0757E
BC3DB3,366FD8,5F72A4,B0595F
D98B52,AC9C59,C19450,DC838C
AA8474,928B77,A28673,AB8089
8E67AB,5F74B3,6575A5,84717A
0F1DE7,004996,004D7F,005357
EC3B7C,7B809D,957C6F,E8494D
02531F,514921,594529,244F55
4A85EF,5283EE,2289EC,0095A0
5FF93E,F6DA39,FFD396,8EE7FA
5F0C70,003875,143B65,562F32
15DC01,D6BD00,EFB331,66CBDB
C12451,66656B,7A6148,BE3132
60670C,6F6213,7C5D1A,686067
8ADA85,D8C67D,EDBD8D,9DCEDE
64955A,948856,A38260,708C97
6B9ECC,8A96C6,8796CD,60A2AF
CE7925,9E8D2E,B28524,D17078
86C3B2,BCB5AA,C7B0B7,8CBDCC
9632AE,005DC2,36619F,875258
315CBE,205EBE,0064AB,006C73
53D5FC,BAC3F1,B6C2FF,46D7E9
E81E90,6079BE,857780,E24043
12A703,A28F00,B58726,4E99A6
CE9700,B49F0B,CB9600,D58B95
4B273D,323546,38353D,4B2E32
1D3596,003F83,004371,00484D
97B137,B9A537,CF9D41,A4A4B1
61F6A1,EDDA95,FFD2AF,82EAFC
9E82CA,768CD1,7B8CC5,928C96
248CD1,6A82C9,5685D2,00939E
8C04C4,0055B0,005A9A,754D53
771CAC,004DA0,00528B,63494E
90E9C7,E1D6BD,EFCFCE,9CE2F4
0522C3,004084,004470,00494D
43F99C,EEDB8F,FFD3AE,73ECFF
0E2626,272728,29262C,172A2D
245C33,5A5233,624F3B,35575E
B263F4,3F84FF,3E89E6,9B818B
102AF4,0050A4,00558C,005B5F
1FAEB2,9B9BA6,9D98B8,2DABB9
4D0560,002E60,003155,45272A
1D5D6A,535565,52546D,205E66
2C1E8B,00356D,00385D,003C40
E6BBB6,CAC3B9,DDBDB4,E8B7C5
C730A6,3E6FD0,697096,BD4E54
513529,423E30,4A3B2C,53363A
5B7CBA,6579B7,5D7BB9,4B848E
9E8211,958419,A77D1B,A47881
81F837,F8DC33,FFD59D,A4E6F9
3A0B81,003063,003355,203539
4D0BFA,0052A8,00578F,005D62
876766,716E69,7D6A65,87666D
EA6A00,A28F14,B68700,ED6269
0BD517,CFB715,E7AD37,61C5D4
88591D,6F6325,7D5E21,8B545A
07C1B1,AFAAA4,B5A6B9,34BBCB
E941DE,4987FF,708ACA,DB6870
A7836C,92896F,A2846B,A97E88
C4E0CF,E0D7CA,F0D1D2,C9DBEC
9F3489,3F5EA4,595E7E,97484D
105480,41507B,345181,005A60
B658B9,5479D1,6A7BAD,AB6A72
EE0A37,817752,96712A,ED1D17
550F3B,242F4E,322F38,531F21
0EFD93,F2DC86,FFD5AE,78EDFF
1FD9E8,C0C2DA,BFBFF1,27D8E9
A4557F,666D8D,756B78,9F5B62
9B8A56,978A57,A78458,A0828C
204122,423C25,493A2A,2C3F44
96E3D9,D8D3D0,E4CDDF,9CDEF0
2C221D,2B2923,2F2722,312629
AF49E5,0075F4,267BD4,996E77
AB4F4D,716B59,816649,AA4F54
1A7EF4,377BF2,0082E0,008D96
B87F14,9B891D,AE8218,BD757E
91A4B4,9E9FB0,A69CB5,8FA3B0
FD3D60,8D877C,A68254,FC4447
D6392A,80733C,926D21,D53A3C
B06721,87782A,987222,B26067
DD2119,7E712E,906B00,DC2524
9709A7,0055B0,285995,884348
0616BA,003A78,003E66,004346
A85CEF,207DFF,2983E0,8F7B85
198BF6,5385F1,008BF3,0097A1
A2A75F,B1A15E,C49963,AA9DA9
4C3F65,3B4669,3D4663,48464C
E86316,9C8B25,B18300,EA5C62
54432D,4D4732,564431,574247
FA69CF,7E9BF1,9C9BC0,F27B84
58BBCA,A9AAC0,ABA8CF,58BAC8
A955D7,1B76F4,447BC9,967079
05D8FA,BAC2EC,B5C1FF,00D9EA
8613DE,005AB9,005FA0,655A61
B07D89,8A898E,998585,AE7C86
25A289,968F7F,9D8A90,3E9CA8
30DDCA,CBC4BC,D2BFD3,4CD7E8
4A250D,383217,3F3013,4D272A
AB784A,8E824F,9F7C4A,AE717A
A35A70,6E6F7B,7D6C6B,A05D63
C3DE8D,E6D388,FECA92,CFD2E3
7B6CD9,3F77E2,347CD1,627F89
BEF338,FDE137,FFDBAC,D4E2F3
DC4A94,717FB2,8B7D87,D6585E
250465,00244A,00263F,00292C
C638AC,4071D4,69739C,BC545A
F00C17,86782F,987100,EF170C
D6FBD5,FDF0CF,FFEDE8,E5F2FF
A3DFAC,DDCFA4,F0C8B2,AFD6E7
DFEBC7,F2E5C3,FFDFD1,E6E3F5
BF8959,A1935D,B48C58,C2818B
1B0A23,0D182C,111826,1E1618
EA80A0,9D9EAF,B29A97,E7828C
91DC10,E0C60F,FBBC31,AACBDB
6DEFBB,E4D6AF,F4CFC4,83E6F8
A6DC96,DDCC8F,F2C49C,B3D1E1
4E389C,004998,004D84,374F56
5F1376,003A79,0C3D6B,553337
D7C958,DCC658,F6BC5D,E2BBCA
7664AA,546CAF,546EA5,6A6F78
F89738,C2AD40,DAA435,FD8C96
60F5AA,EBDA9D,FED1B4,80EAFC
15BEB4,ACA8A7,B1A4BC,34B9C8
6DDE94,D7C68A,E9BE9D,85D3E3
1885DF,587ED9,2F83DF,008F98
F903D7,3F84FF,7387C0,EC555A
4DF8B5,ECDBA7,FCD3C0,79EDFF
3EA041,9C8C3E,AC854C,5A95A0
99D7BC,D1C8B4,E0C2C1,A1D0E1
48999A,8C8B91,90889E,4E96A2
D2A8A4,B6B0A7,C8AAA2,D3A4B1
F2E868,FDE367,FFDEB8,FFD9EA
587A2F,7D7030,8A6A38,64717A
F1D47B,EAD57B,FFCC8D,FBC8D7
564548,4C4A4B,534849,57464C
F49AB2,B2B1BE,C7ACAB,F29AA6
6E34E9,005DC0,0063A5,3C676F
3337A8,004691,004A7D,005056
559CCD,8492C6,7E92CF,46A0AD
191936,16213B,122238,192326
D0F22A,FFE346,FFDEB3,E4E0F2
DC0CC7,0076F5,6179B2,CF5055
2B4B0D,4D4513,56411A,38474D
20ADC0,979BB4,9599C6,1FACBA
7DD197,CCBD8E,DDB69E,8DC7D7
E6E650,FADF4F,FFD9A7,F5D6E7
F2F9A5,FFF2C8,FFF0E3,FEEDFF
595B58,5D5A58,64585A,5B5A61
27D54D,CEB847,E4AF5C,64C6D6
7F32E5,0060C6,0066AB,5A646C
D865D8,618EF7,7C8FCA,CB7B84
67B7C5,A7A8BC,ABA6C9,67B5C4
6FC391,BDB088,CCAA98,7EBAC9
F8E1F9,E5E6FC,F6E1F9,F7E1F3
A3A1CE,98A2CE,9EA1CC,9CA5B2
7CD023,D2BA23,EAB039,96C0CF
CB1013,716529,816000,CA1814
88078B,004B9B,304E7C,7D383C
EA99CB,A7AFD8,B9ACC4,E59EAA
07EE20,E7CD1C,FFC254,6CDCEE
3400EC,004996,004E7F,005357
2AD70F,D1B90A,EAAF34,69C6D6
1CCAAE,BAB2A1,C2ADB6,43C3D3
CE9340,AF9D45,C59541,D38993
131E00,252000,291F07,1E2123
7D0AB8,004FA2,00538D,664A4F
D3AF26,C8B12B,E0A82E,DCA1AE
A0AB9B,ADA698,BBA09C,A3A6B3
1142CD,0050A6,00558E,005C61
F46699,9095B1,A8918D,F16D74
129BF4,6F91EC,4D95F6,00A4AF
55014C,002E60,262F45,511F21
523C25,48422B,513F29,553C40
EA21E2,3682FF,6185CB,DA5E65
4AEE9B,E4D18F,F6C9A6,72E2F4
F8E999,FCE797,FFE2C8,FFDFED
B74834,766B42,866630,B7474B
9CEB98,EAD78F,FFCEA1,AEDFF1
134FEF,005EC3,0064A7,006C71
D5D7CE,DBD4CC,ECCECF,D8D2E3
C6FD6D,FFEB99,FFE7CD,DBEDFF
ECFA4C,FFEFB3,FFECD7,FFE9FB
2FD584,CBBA79,DCB28E,5EC9D9
8F4567,585D74,665B61,8B4B51
E14AB4,6283DA,8383A5,D86067
F1F749,FFEEAB,FFEBD4,FFE7F6
9176EB,4A84F8,4589E3,788B95
9E8737,97883A,A9813C,A47E87
887FF5,4F89FE,418EEE,6B939F
FCB938,DCC43E,F8B93A,FFAEB9
96148C,0052AB,42547D,8C3B3F
02F7DA,E3DACB,ECD4E5,69EEFF
31850C,837410,926D22,4D7A84
BEFE34,FFE98B,FFE5C7,D7ECFF
021C85,002F60,003252,003538
44FB5F,F5DB57,FFD39C,7EEAFD
1662C3,2861C1,0067B0,006F76
D1C8BC,CFC7BB,E1C1BC,D4C3D2
8981BB,7585BD,7785B8,7F8893
2621B8,003F82,00436F,00484C
4FE781,DFCB77,F4C28C,77DAEB
326E86,606680,5E6588,2F7079
213426,373329,3B312C,293539
6CE162,DEC75B,F5BE6E,8BD2E3
9CB806,C2AB08,D9A223,ABA9B7
567FE2,527FE2,3483DF,288F9A
4529CD,004B9B,005084,00565B
7114F0,0058B5,005E9C,396169
06DFE6,C7C7D8,C8C3EF,25DDEE
871004,4D4515,574100,861615
FE4697,818DBC,9F8988,FA565B
BE27C9,006DE3,4671B5,AE575D
D67890,93929D,A68E89,D47982
8C601F,756926,846323,8F5A61
1421E4,004996,004E80,005457
A58E2F,9F8E33,B38735,AC838E
AC7B86,88868B,968282,AA7A84
DA439F,647CC2,827B91,D3575C
5CB5DB,9EA7D2,9BA6DF,52B7C6
D42B1F,7B6E33,8D6911,D32E2E
CB027F,4C67AC,716670,C53334
6A9720,9A8922,AC822F,7A8B96
549F73,998F6C,A58979,6397A3
07EDC3,DCD0B4,E7CACE,4CE5F7
2910DE,00458F,004A7A,004F53
D5113C,726B57,866632,D3211F
2AB7C4,A2A4B8,A2A1CA,2FB5C4
227880,6B6C78,6C6A84,287781
59A29D,979495,9D90A1,5F9EAB
39FBDA,E9DFCB,F4D9E5,89EFFF
9DE00D,E6CB0C,FFC147,B5CFDF
DCDAD7,DED8D5,EFD2D8,DED6E7
D368AF,7A8AC4,8E89A4,CC737B
9F985B,A3955B,B58E5E,A58F9A
EE7472,A09780,B6916A,EE727A
AA99BC,979DBE,A09ABA,A59BA7
DE8497,9E9CA2,B19790,DC848E
BCAF22,C1AB26,D9A22D,C6A1AE
E36FD6,7496F2,8D97C9,D8818A
BE6546,887D50,9A7743,BF6168
C74392,6074AF,7A7386,C05359
4039A5,004896,004D82,115259
97DCFE,C9D0F7,CDCEFF,91DEEF
B65E6B,7A7777,8B7365,B45F66
8C460E,655A1A,72550E,8D4347
72AA60,AA9A5B,BB9467,819FAC
AA8CBD,8994C2,9293B9,A3919C
28D814,D2BA11,EBB036,69C7D7
84E1D6,D4CFCC,DECADD,8BDCEE
A28601,998708,AD800F,A97B85
1EF1AE,E3D3A0,F3CCB9,5CE6F9
6CD544,D3BC40,EBB353,8AC6D5
5381F4,4682F5,0088ED,00949F
2599CC,7D8CC2,718DCF,009DA9
F47208,AA971B,C08F00,F76970
664B13,5A511B,664C1A,6A474D
3DD52C,D0B829,E8AF42,6FC5D5
DBCE53,E2CA53,FDC058,E7C0CF
B8381B,71652B,816013,B7383A
167569,6B6862,70656E,29727B
B2C0AD,C2BAA9,D2B4AF,B6BAC9
6AB942,B9A53F,CD9D4E,80ABB9
CC3854,736F6B,876B4B,CA3F42
73A611,AA9614,BE8E27,8599A5
3A452C,49432F,504032,414349
8FCE03,D3BB00,EDB029,A5BECD
D81A43,746E5E,886939,D62727
874363,54596F,61575E,84494E
AEE04E,E8CF4B,FFC568,C1D0E1
E376D8,7B9AF2,929ACC,D88690
A00C85,0054B0,4D5677,97373A
C47A61,968B68,A8855E,C5757E
F7C0C9,D0CCCE,E4C6C6,F7BECC
0C932B,8D7E2A,9D7839,428893
382710,332E18,392C17,3D292C
D9D34D,E6CD4D,FFC35F,E6C4D3
170B7F,002955,002C48,002F32
68DADF,C8C6D4,CDC3E6,6CD7E8
7DE67D,E3CE74,F9C587,97D8EA
F9526C,928D84,AA8761,F8565B
126E51,67614C,6E5D58,2C6972
D5811A,A69424,BC8C19,D97780
9632D6,0064CF,0069B5,7E5F66
D75F46,8F8353,A37D40,D75C62
8EA328,AC982A,C09034,9A96A2
80D66D,D5C066,EBB876,96C8D8
C5C6DC,C3C5DB,D0C1DC,C2C6D5
78CA96,C4B78D,D4B09D,87C1D0
69FEA5,F6E299,FFDCC1,9EEFFF
91ED25,F0D524,FFCC7E,AEDCED
630C68,003975,243B5E,5B2C2F
0CBD3E,B6A23A,CA9A4D,54AFBD
F122B0,4F7FE7,82809D,E94C50
5B1405,383212,3F2F00,5C191A
22E8AB,DACB9D,E9C4B6,59DEF0
D25AE9,4D89FF,638CD9,C17982
32316F,153973,003C69,243F44
2AD193,C5B787,D3B09C,56C7D7
27B9CC,A2A6C0,A1A4D2,27B8C7
ECDE20,F6DA24,FFD291,FBCDDD
D9C7CE,CDC9CF,DDC4CD,D9C5D4
773CD2,005DC2,0063A8,58626A
A3ADBE,A9AABB,B3A6BE,A1ACBA
5A1F16,3A3522,433319,5B2325
2FF52E,EFD42A,FFCB7C,76E3F5
B8C0B3,C2BBB0,D2B6B4,BBBBCA
5752EE,0066D3,006CB6,00747D
FCB2F0,BAC6FD,CCC4EA,F6B8C7
C46B48,8E8251,A17C45,C5666D
03FEA0,F1DD92,FFD6B6,7FEEFF
732F2D,4B4638,55432D,733235
B1DCCA,D9D0C3,E8CACE,B6D6E7
8F4848,625D52,6F5946,8E494E
216E75,63636E,636279,276D76
5A3744,42434B,4A4144,5A3B3F
F0C1DC,CACBE2,DCC7D9,EEC1D0
6CB921,BAA522,D09C35,84ABB8
8119C8,0055AF,005A98,675259
B40D56,555B76,6B594C,B02727
26C56B,BCAB62,CEA376,58B9C7
B6AADE,A2AEE0,A9ACDC,AEAFBC
B61434,625C4C,73582D,B42020
4EB060,AB9B5A,BB9469,67A5B2
5B4ADF,0060C6,0066AB,1B6D76
18CB0E,C5AE0A,DCA531,5FBBCA
93F448,F6DB44,FFD49B,B0E3F5
EAD7F5,D8DBF8,E7D7F4,E7D8E9
7F1FE3,005BBB,0060A2,5A5E65
882E60,455073,554F59,843A3E
403963,324066,314161,3B4247
0D3955,2F3853,293957,003F44
9F0397,0055B1,405886,943C40
80147A,004794,38496E,773538
4A49E1,005DC0,0063A6,006A72
D5ED69,FBE166,FFDBB1,E5DEEF
5C2F90,004692,004A81,4C474D
10C704,C1AA00,D8A12E,5CB7C6
3FC051,BAA74B,CE9F5D,65B3C1
C8EDDA,ECE3D4,FDDCDE,CEE7FA
631D29,3A3937,443729,632426
3BD829,D3BB27,EBB141,6FC8D8
D209DB,0074F1,4579C4,C1575D
54E279,DBC76F,F0BE84,79D4E5
D0BC62,CFBB62,E6B265,D9B0BD
F892CE,A5AFE0,BAADC5,F399A4
34E9EB,D2D0DD,D5CDF5,44E6F9
17EBC3,DACFB4,E5C9CD,4EE3F5
28E276,D9C46C,EDBB82,64D4E5
6E9D07,A18E0A,B48621,7F909C
D485F9,7EA1FF,83A2EE,C498A4
B04776,646B89,76686D,AC5055
6C1339,353A4D,433936,6A2122
EFD145,EBD147,FFC870,FBC2D1
606675,636574,696375,5F676F
37D2B2,C3BAA5,CDB4BB,53CBDB
B59605,AB980F,C18F14,BD8A94
FE8013,B7A222,CE9900,FF7880
372B55,24345A,243553,33363A
1FFADD,E6DDCE,F0D8E8,7FEFFF
DEDDA4,E9D8A1,FFD0A8,E7D3E4
