true,prot,deut,trit
FA73E7,81A2FF,98A2D8,EF8891
3CFB09,F6D900,FFD291,7FE9FB
5FF2B9,E6D8AC,F6D0C3,7AE8FB
E05910,948321,A77C00,E15359
08B969,AFA060,BF9973,4BAEBB
18F4BB,E4D6AC,F3CFC6,57EAFD
D1E983,F4DE7E,FFD7AC,DFDCED
033CBA,004997,004D81,005358
BB0EF0,006FE5,0075CA,A26067
EA80EC,83A3FF,95A4E0,DE929D
79B59C,AFA794,BBA2A1,81AFBC
759A0E,9F8D12,B28523,848E99
9A0A6A,33508E,53505F,942C2F
F76FB8,8D9BD2,A799AB,F17A83
21512F,50492F,574636,304E54
A6B6B3,B5B0AF,C1ACB4,A7B2C0
DD577C,838391,997F72,DA5C63
D9F4C8,F9EAC3,FFE6DB,E2ECFE
9C2432,585344,67502E,9A2A2C
A35BA8,5A73B8,68749F,996870
BCD717,E4CA1A,FFBF36,CDC7D6
DC122E,796E47,8C6923,DB1E1B
08B0CE,979EC2,919DD4,00B0BE
28DF4E,D8C147,EFB75E,68CFE0
81F7A3,F1DE98,FFD7B7,9AEBFE
39108D,00336A,00375B,103A3F
A7E76C,ECD466,FFCB87,BBD8E9
63E7DF,D5D1D2,DDCCE8,6EE3F5
2EFB6B,F3DA61,FFD29D,74EBFE
03748C,636984,5E688F,00757E
F3D3D9,DDD9DB,F0D3D8,F4D0E1
978DEC,7194F2,6D97E7,839BA7
D4E6EF,E3E1EC,F2DCF2,D4E4F6
7515A7,004A9A,004E86,62454A
8063D3,3372E0,2F77CA,697881
F177C1,8E9ED9,A59CB5,EB828B
9BC63A,CDB639,E5AD46,ACB7C6
854679,4E5B86,5A5B73,7F4F55
5FEB90,E3D085,F7C79A,80DEF0
BBCFB1,D2C7AC,E3C0B4,C1C8D8
4E74D0,4B74CF,2E78CD,24838D
A38C62,998D63,AA8863,A7858F
5E6D6E,6B696C,726770,606C74
5D508C,425890,425988,535A61
C81DCF,0070E9,4874BA,B8565C
57DC7B,D5C271,E9B985,78CFDF
B4193F,5F5C58,715838,B12626
75D23E,D2BB3B,EAB14D,90C3D2
DB3DEB,3983FF,5587D6,C96B73
F14F55,91876A,A7814B,F15055
690151,11376F,343749,652123
ED6E06,A59219,BA8A00,F0666D
82ED90,E9D586,FFCC99,9AE0F2
4F6C08,70630E,7D5E1A,5B646C
3632A2,00438B,004777,004D52
D38B2E,AC9935,C2912F,D8818A
BB3650,6A6765,7C6349,B93C40
586FB2,576FB1,4E71B0,477982
0342B4,004B9B,004F85,00565A
AA4329,6E6436,7E5F26,AA4246
0D239C,003772,003B61,003F42
F75113,9B8A26,B08200,F84D51
54B4DB,9CA6D2,98A5DF,49B6C5
F611AE,4E80E9,84809B,EE474B
99359C,255DBA,4A608F,8E4E53
51B6E7,9BA8DE,93A8EB,3FBAC9
644CBB,005CC0,0061A8,4A636B
C24195,5A71B3,747188,BB5358
210CD1,004085,004571,004A4D
3D7DDC,507AD9,277FDA,008A95
2293D3,7388CA,618AD5,0099A4
77FDF8,EBE6EB,F1E2FF,B2F2FF
B704E5,006BDD,0071C3,A05B61
D70F8C,4F6FBC,776E7C,D03A3D
26317A,003977,003D67,004146
DEE7D2,ECE2CF,FFDBD5,E3E1F3
EA9293,AEA89D,C4A28D,EA8F9A
DEDC2A,F0D52D,FFCD7F,EDCCDB
CFE839,F7DB39,FFD499,E1D7E8
34E77F,DEC974,F2C18B,6AD9EB
33D3EC,B9BEDF,B6BCF4,2ED3E4
66C157,BFAB52,D3A361,7EB4C2
90BDFE,A5B7FB,A1B7FF,80C4D3
1329D0,004691,004B7B,005054
971326,534D3A,604922,951D1D
6C27F3,005BBC,0061A1,2B666E
C9AB72,BDAD73,D2A673,CFA2AE
38BFAF,AFAAA3,B6A5B6,4BB9C8
993A90,3C5EA9,545F85,904D53
A68D73,999074,A98A73,A98792
4227F0,0052AA,005891,005E63
43659D,50639A,46659C,336D76
8E254D,4A4E62,5A4C47,8B3033
A2C19A,C2B695,D3B09E,A9B9C8
D2036B,5E6A93,7B675E,CE2B2C
EF08F2,3D84FF,5588D9,DD6067
F6CD4C,E9D04E,FFC76D,FFBFCD
64BE7B,B9AA73,C9A383,77B3C2
0B1691,003062,003354,003739
FDB4EE,BDC8FB,CFC5E8,F7BAC8
2ABE6D,B5A564,C59E77,56B2C1
24B374,A99C6B,B7967D,4DA9B6
56DA93,D1C188,E2B99C,73CFDF
E4AAC5,B6B8CC,C8B3C0,E2ABB8
B209E1,0069D8,006EBE,9B5A60
9B06BD,005ABA,005EA4,884B50
70CDDD,BBBDD3,BEBAE3,6FCCDC
D7578B,7B82A2,917F80,D35F66
487B7E,727178,766F81,4B7983
F3506C,8E8984,A68461,F25459
79504F,5E5B55,69584E,795056
BF284A,686562,7B6142,BC3233
B63A19,716529,816011,B6393C
6283D2,6581D0,5884D0,4A8E99
290058,002144,00233A,1C2326
A50E09,5D531D,694E00,A41513
7BC19C,BBB094,C9ABA2,86B9C8
3CDADB,C5C3CE,C9BFE4,49D7E8
F37331,A9973E,BF8F2A,F66C73
060837,00162D,001727,00191B
DF2869,71758A,8A715D,DC393B
85F5C4,ECDEB8,FCD7CD,96ECFF
7C1FE9,005BBC,0061A2,526068
390835,092246,1D2333,381A1C
2D02FE,004D9F,005287,00595C
F39E8A,BDB292,D4AB85,F599A4
95B44E,BBA84C,CF9F56,A2A7B5
02FE9B,F2DD8D,FFD6B4,7EEEFF
2DF097,E5D28A,F8C9A3,66E3F6
EF329F,6681CC,8B7F8F,E94D52
A1B25D,BAA95B,CFA162,ACA6B3
A767EF,3882FF,3D87E2,8F828C
628609,8A7A0E,9B731E,707B85
B4DEDA,D8D3D4,E6CEDE,B7DAEB
D66393,8187A7,968489,D26A71
4DB0F8,8DA5F0,7DA6FB,21B8C7
9AE43B,E9CF39,FFC563,B2D3E4
260FE9,004894,004D7E,005356
1E1A33,1A2238,192335,1F2326
B84FBD,4576DA,6278AF,AB666D
77DCD1,CEC9C6,D7C4D8,7FD7E8
D4C0A7,CCC1A7,DFBAA7,D8BAC8
716B65,6F6B65,796866,726971
D895F3,8FAAFF,9AABEB,CBA2AF
89B2C1,A8A9BB,AFA6C3,88B1BF
A70A45,535461,65513D,A42020
059D08,988608,A97F26,47909C
986E8F,747995,7E778B,94717A
CF638B,81849C,948182,CB6870
CECF00,E1C700,FDBC20,DDBFCE
11A1DC,8193D2,7195E0,00A5B1
44913E,8E803C,9D7A48,5A8791
DEDCEE,DCDBEE,EBD7EF,DDDBEC
46B9EA,9DAAE0,94AAEF,2FBDCC
A0FE9A,FDE790,FFE3CA,C0EFFF
0C3B1B,3C361E,413424,1F3A3F
485BE5,0067D5,006DB8,00757E
72DE5C,DCC556,F3BC68,8FCFDF
0539B6,004692,004B7D,005155
F252A8,7A8CCA,978A9A,EC6269
08F00E,EACE00,FFC55D,6DDEF0
93E262,E4CD5C,FDC36D,AAD3E4
9FE85D,ECD358,FFCA80,B5D8EA
45BCDB,A4ABD0,A1AAE1,3DBDCC
06C25E,B9A756,CBA06A,51B5C4
1F1E02,272309,2C210A,272123
16B7D1,9EA4C5,9AA3D7,00B7C6
8603CF,0055B0,005A99,6A5258
A5AC71,B4A66F,C79E74,ADA2AF
DA2704,7F701B,8F6A00,D92928
536998,5A6896,566897,496F78
E19EC9,A9AFD3,BAACC3,DCA1AE
5741B1,0052AB,005795,3A5A61
179D57,958851,A38260,44939F
7C1E8D,004A9A,284D80,703F43
CA33A8,4271D2,6C7298,C05156
813A8A,33559D,455780,784C51
B15995,6775A6,78748C,AA636A
4B34D1,0051A7,00568F,005C63
97AAF1,94A9F1,92AAF0,88B2C0
084EAE,0051A8,005691,005C62
EFD160,E9D261,FFC978,FAC3D2
BED21F,E0C622,FBBC32,CEC2D1
75F3E8,E2DDDC,EBD8F1,89EDFF
F16302,A18E17,B58700,F35C62
AC5DFA,3180FF,1186EA,917F89
663DF5,0061C8,0067AC,176E77
2A27A4,003D7E,00416C,00464A
7E0864,184285,3F435A,782A2C
60B6D7,A1A8CE,9FA7DB,59B7C6
BAC445,D2BB45,EAB14D,C7B6C4
A57C5C,8E835F,9E7E5C,A7767F
DC55F3,548CFF,6190E1,CA7982
607539,796D39,866840,696E76
B19767,A69968,B89268,B68F9A
122D4F,232F4F,1A3150,00353A
6EC506,C6AF00,DDA52A,89B5C4
5F0731,2C3246,39302F,5E191A
964EE9,0071EA,0077CD,7A727B
F4B7C4,C8C5CB,DCBFC0,F4B5C3
284B7F,374B7D,294D7E,0F545B
6BB577,B1A370,C19D7E,7BABB9
B0D480,DAC77B,F0BE86,BDC8D8
3FE9F9,D0D2EB,D0CFFF,43E8FB
540538,1E2D4E,2F2D35,521A1B
1C4396,004794,004B80,005157
584B99,2F559F,295893,485A61
CB22F2,0078F7,187DDA,B4656C
F15D32,9C8C41,B18529,F2585E
F96214,A49125,B98A00,FB5C61
9B56C2,3970D7,4C74B6,8B6B73
B45D57,7D7562,8D7153,B35C62
EE4C5B,8D8571,A37F51,ED4F53
859956,9E9054,AF8A5B,8E8F9B
DD55F9,578DFF,5C91E6,CA7B84
628C84,86827E,8E7F87,668893
B0D421,DFC523,F9BB35,C2C4D3
B96DD7,5D87EC,6D8ACC,AA8089
0A9A90,8B8886,8F8596,2A96A2
12DC40,D5BD3B,ECB453,63CCDC
16710B,6E620F,7B5C1F,396871
85E8E5,D9D5DA,E2D1EC,8AE4F7
A0F684,F7E07C,FFDAB3,B7E8FA
B41860,545D80,6B5B56,B02E30
178C5D,847A56,8E7565,3A848F
B66F95,7D83A0,8C808F,B2737C
2CAB73,A2956A,AE907B,4DA2AF
B9483B,766C49,876736,B8474C
0B4F4A,494747,4C464F,1B4F55
982B6C,465685,5B5563,933B3F
498641,84783F,927249,5A7D87
314CC4,0056B2,005B9A,006269
ABAC70,B6A76E,C9A073,B2A2AF
B28E23,A49129,B88A29,B8838D
BA2A43,676359,795F3C,B83234
3DE7E6,D1CFD8,D5CBEF,4CE4F6
09435C,394058,33405E,00474D
7AA279,A19674,AF917D,839AA6
3271BE,4E6DBA,3471BC,007B85
E3FAF0,FBF3EC,FFF1F4,EEF5FF
83026F,00458F,3D4663,7C2C2F
B55DCD,4A7DE6,6180C0,A6737B
3F2CAE,00448D,004979,004E54
8675B5,687CB9,6B7DB1,7B7E87
DE3DB6,507EE2,7A7FA5,D45A60
E60E57,757479,8D6F4B,E32826
1AE414,DEC410,F8BA39,6AD3E4
F6D56B,EED76B,FFCF8E,FFC8D7
5F6A55,6C6654,766258,64666E
D15A76,818088,957C6D,CE5E64
12C032,B9A52F,CE9C44,57B1C0
6A90A5,8588A0,8887A6,67909C
5EDE2F,DBC22C,F5B845,84CEDE
B9F6BC,F6E6B4,FFE0CF,C6ECFF
1154F2,0061C9,0067AC,006F75
9BADF9,95ACFA,93ADF8,8AB6C4
4FA81E,A6931F,BA8C31,6A9BA7
D5829C,9898A7,AA9495,D2838D
4E91D9,718AD3,628CD9,2E9AA6
759242,968741,A78149,808893
09B2D5,97A0C9,90A0DB,00B3C1
B9F046,F9DE43,FFD7A2,CFDFF1
82577C,5C6483,666378,7D5C63
173BE5,0053AA,005891,005F63
17AC98,9D978D,A4939F,37A6B4
88351C,595028,654C1C,883539
1C0904,18160E,1B150B,221112
C0DF42,EBD141,FFC871,D1CFDF
D3A4A6,B2ADAA,C4A8A3,D3A1AD
38307C,003C7C,003F6C,264247
518148,807546,8D704F,5E7983
39FC4D,F6DB46,FFD39A,7BEBFD
89A707,AF9A0B,C49221,979AA6
623724,4A442C,544127,64373B
692401,453D0C,4E3A00,6A2628
7EF3A4,EDDA99,FFD2B0,96E7FA
F812FD,4F8AFF,588EE3,E5666D
89AB8F,AAA18A,B79B92,8FA4B1
6D3D6D,404E77,4A4E68,68474C
CC3DFD,2D80FF,2186E7,B47179
8DF4F4,E4E1E9,EDDCFC,A2EFFF
35CD5F,C6B257,DAAA6B,64BFCF
F78D7E,B3A889,CAA278,F98992
EC5064,8C867A,A3815A,EB5358
363AB0,004998,004E83,00545A
377763,716B5E,786868,43737C
366437,635A36,6D563E,435F66
48E7EE,D0D0E1,D3CCF7,50E5F7
582458,273A66,333B53,543236
F562F2,729AFF,829CE1,E78089
76F679,F2DB70,FFD3A1,97E7F9
CB4FD5,357FFC,6383C5,BC6D74
4627C3,004895,004D80,005358
306143,5F5841,665449,3D5D64
DF3FBA,4F7FE6,7980A9,D55C62
F0F9B1,FFF2CA,FFF0E5,FBEFFF
5D002E,292F44,362E2C,5C1414
11CEEE,B2B9E1,ACB8F6,00CFDF
60167E,003D7E,00406F,54373B
48E4B8,D6CAAB,E3C4C1,65DBED
709EF4,7C9AF2,6D9DF3,54A9B7
7F1720,484331,533F1F,7E1E1F
C9EB07,F9DC00,FFD59A,DDD9EA
801568,234686,42475E,7A2F32
2C1AD9,004691,004B7B,005054
4D61F3,006DE3,0074C4,007D85
5918CD,004B9A,004F84,20545B
6640D7,005CBF,0062A5,3C656D
F9E4F6,E9E8F8,FBE2F6,F9E3F5
A42BDC,0068D6,006DBD,8C5F66
B04B1E,766A2B,86641B,B0484C
6A4BBE,005DC3,0063AA,51646B
6CDFE3,CDCBD7,D2C7EA,71DCEE
96EF01,F3D700,FFCF86,B3DDEF
CF59E7,4887FF,618BD7,BE7780
1395EF,688CE8,4490F0,009EA9
07641E,615720,6B522A,2E5D65
CD8978,A1987E,B49274,CE848E
1AC491,B7AB85,C4A59A,4ABBCA
A4EDEC,E2DEE3,EDD9F2,A7EAFC
995264,67676E,756460,97555B
8A4105,615612,6E5200,8B3E43
B91A51,5E5F6D,725C48,B62B2C
8D46ED,006CDF,0072C3,6C6F78
1395D3,7589CA,638BD6,009AA5
BDE9F8,E0DFF3,EADBFC,BCE8FA
84AE60,B1A05C,C39966,91A3B0
D5920B,B39E17,C9950D,DB8690
82D5FD,BFC7F5,BFC6FF,79D8E9
038466,7A735F,826F6D,2D7E88
AEC99E,CCBF99,DEB8A1,B6C1D0
2B4239,423F39,473D3E,324247
AE407D,5A6794,6E6673,A84C51
BC172E,675F44,785B27,BA2120
EE1658,7B7979,94744B,EC2B2A
3496DC,748CD4,628EDE,009DAA
C2EA96,F0DC90,FFD5AD,D0DEEF
1AE325,DDC322,F6B941,69D2E3
2C7350,6E664C,766256,3D6D76
C68716,A5921F,BA8B19,CB7C86
28BAEE,9BA9E3,8FAAF4,00BECC
E24670,7F7F8A,967A65,DF4E52
D0AA1F,C3AD25,DBA327,D99DA9
509DD0,8492C8,7C93D2,3FA2AF
3090FD,588BF9,1691FC,009DA8
78A62C,AA972D,BE8F39,8899A5
6DAF59,AE9E54,C09661,7EA3B0
1759DF,0060C8,0066AC,006E75
74811F,897A23,99732A,7E7780
CF2F6B,6A6F89,816C60,CB3D40
E29350,B5A456,CC9C4E,E68A94
C313B2,0069DB,566C9F,B7494E
767EBC,6C7FBC,6A80B9,698690
83815D,887E5D,96795F,887B84
FC0BAF,5182EC,88829B,F4464A
101F83,003063,003355,00373A
96176D,34508E,525062,903234
9A18A4,0057B6,355B93,8C454A
029A5C,918555,9E8065,3C919C
88C96C,CAB766,DEAF74,99BCCB
115E56,575451,5A525B,215C64
AAC4E2,BABEDF,C1BBE4,A5C5D4
F2F6B9,FFF1C4,FFEEE2,FCECFE
82A118,A8951B,BC8D29,9094A0
7ABC49,BDA946,D2A154,8DAFBC
112592,00366F,00395F,003E41
5FA127,A18F28,B48836,7394A0
6CE6A7,DDCE9C,EEC6B0,83DCED
7D897D,8A847A,94807F,80858F
0FD1D5,BBBAC7,BCB7DD,29CEDF
A13C70,566084,685E68,9C474B
4F12E0,004C9D,005186,00575C
62C04B,BEAA47,D2A257,7CB2C0
721269,003F84,35415F,6B2E31
5F857B,807C76,88797E,64818B
8F99CA,8C98C9,8F97C9,869DAA
D97CBA,8B98CB,9D96B1,D3848E
FB751C,AF9B2A,C6930A,FE6D74
4114F2,004FA2,00548A,005A5E
E0D5B2,E0D4B0,F6CCB3,E6CDDD
17535B,4B4C57,4B4B5F,1D545B
51F4B8,E7D8AB,F7D1C2,72EAFD
B0AC46,BAA747,D09E4C,BAA0AC
BBC68B,CEBF87,E3B78E,C4BCCB
34A0A2,908F98,938DA7,3D9DAA
F593AB,AEADB8,C4A8A3,F3949E
2E8B47,867943,937450,49828C
E6B88D,CDBF8F,E4B78C,EBB0BD
A98F74,9B9275,AC8C74,AC8994
36CF76,C6B46C,D8AD80,61C3D2
75622A,6F642F,7C5F2F,7A5C63
E81995,5B78C6,837784,E24043
79FE02,FEE000,FFDAA9,A1EBFE
69112C,37383E,43362A,681D1E
35F4A8,E7D69A,F9CEB3,67E9FB
6A6E78,6D6D77,736A78,6A6E76
4105DB,004791,004B7C,005155
7DDD80,DAC677,EFBE89,94D0E1
551846,243357,313342,522729
E73956,827C6F,98774C,E54042
9E96A8,9697A8,A094A7,9C96A1
AE8A37,9E8E3B,B2873B,B4808A
DE0A2D,796F46,8C6921,DD1A14
0437BF,004794,004C7E,005256
C87FBF,8594CC,9493B7,C08791
018444,7D7240,896D4D,367B85
F45B79,928E90,A9896E,F25F65
509C30,9B8A2F,AC833D,66909C
C0D939,E6CC39,FFC254,D1C9D9
F4D2BA,E2D7BB,F8CFB9,F8CCDB
2EA050,9A8B4B,A9855A,5095A1
A5FCA9,FBE79F,FFE2CC,C0EFFF
B67291,81849B,90818B,B2757E
881981,004C9E,3D4E74,7F393D
E21608,807121,906B00,E11C17
34A10E,9D8B10,B08428,5894A0
EE5496,818AB3,9B8789,EA5F66
9A9282,989181,A68C82,9C8D98
8A30E9,0063CD,0069B1,68656D
418622,857623,947030,567C86
05DF24,D8BF21,F1B540,64CEDF
5DA0A5,94939D,9990A9,609DAA
EA00C8,127BFF,6C7EB2,DE4F53
446600,695D00,765814,515E66
57ED3E,E9CF39,FFC567,85DCEE
A08FC4,8794C7,8D93C1,9794A0
2C27EE,004FA3,00548B,005B5F
A76E87,7B7D8F,887A82,A47078
DB709E,8A90AF,9F8D95,D7767E
80D773,D5C16C,EBB97C,96CADA
8D891A,96851F,A87E25,957E88
9AB0A8,AEA9A4,BAA4AA,9CACB9
5F419C,0D51A8,135593,4E545B
7B61AF,4E6CB6,506EA9,6D6E76
DFC965,DEC865,F7BE68,E9BCCB
1DE9E4,D3CFD5,D7CBEE,3BE5F8
41B7D2,A0A6C7,9EA5D7,3BB7C6
882551,464C65,554A4B,853134
6B5C40,665E43,715A43,6E585F
457F68,797363,826F6D,4F7A84
900EFA,0062CB,0068AF,67646C
3EC03D,BBA739,D09E4C,66B2C0
94D548,D9C245,F2B854,A9C6D5
7AA95A,AB9B56,BC9461,889EAB
97217B,30549B,50546F,903A3E
F39040,BAA749,D29F3D,F88690
46D866,D1BD5E,E6B472,70CADA
EEB31A,D4BB22,EEB120,F7A5B1
5A88A4,7A809E,7A7FA5,568994
A90A3A,575553,685133,A61D1C
C65CD7,4983F6,6786C9,B7757D
B263C8,567FDD,6881BD,A4757E
BBF3DB,EFE5D3,FFDFE1,C3EDFF
ABA25B,AF9F5B,C2975E,B298A4
273FCC,0050A5,00558E,005B60
A6BD2C,C8B12D,E0A839,B4AFBC
A539EA,006EE4,0074C8,8A6971
E4CFD2,D6D2D3,E8CCD1,E5CCDC
9C6CBC,617CC7,697DB4,907982
34EC89,E2CE7D,F6C595,6ADFF1
57E73E,E3CA39,FDBF51,82D6E7
7A76B6,667AB8,657BB2,6E7F89
970282,004FA5,455174,8E3437
E12954,797570,8F7049,DF3436
F543DE,578DFF,7C8FCA,E86970
4D97C1,818CB9,7C8CC3,419AA7
BE862E,A19034,B58830,C37C86
2214C1,003E7F,00426C,00464A
48DB27,D7BE25,F0B440,77CBDB
344A8B,304D8B,1C5088,1C565D
1BDFCB,CCC5BD,D3C0D5,43D9EB
499A0A,99870C,AB8025,628E99
C13D43,736C55,85673D,C04043
A252BF,3970D7,5173B3,936870
C84CB5,537AD5,717BA7,BE6269
C689F5,7A9EFF,80A0EC,B59AA6
178F56,877C50,93775E,3D8691
8CFC14,FEE110,FFDBAA,AEEAFC
ABCA5C,D2BD59,EAB463,B9BCCB
5CAB70,A69969,B59377,6DA1AE
534D5E,4D505F,524F5E,525056
6AD34E,D1BB49,E8B15B,87C4D4
A204F2,0066D2,006CB6,836067
AC1E59,545A75,695850,A82F31
93AFC0,A7A8BC,AFA5C2,91AEBC
57E32C,E0C629,FABC44,82D2E3
1C1A4A,00244C,002642,13292C
47959E,878896,8985A2,4A939F
468AB8,7481B1,6D81BA,378E9A
75EB3B,EAD037,FFC66B,97DAEB
67CFA4,C6BA9A,D3B4AB,78C6D6
B8A5E3,9BABE7,A2AAE0,AEACB9
E3E24E,F6DB4E,FFD49A,F2D2E3
95AAB1,A5A4AD,AFA0B2,95A8B5
32D2D5,BDBCC8,BFB8DD,3FCFE0
379FA7,8F8F9D,908DAC,3C9DA9
2E8B92,7D7D89,7E7B96,348994
CB1945,6C6760,7F633C,C92727
41D056,CAB54F,DFAC63,6CC2D1
8B14E5,005DC0,0063A6,695D64
2DDC21,D6BE1F,EFB43D,6CCBDC
28716C,686666,6B6370,326F77
AAE49F,E5D497,FACBA5,B8D9EA
AAF0ED,E6E1E5,F1DCF3,AEECFF
2E84D9,5C7ED3,3D82D9,008E98
A7B12A,BDA82C,D49F36,B3A3B0
E0BBD6,C1C3DA,D1BFD3,DDBBCA
14C09E,B1A892,BBA3A6,41B8C7
4A5B86,4E5B84,4B5B85,426169
894815,655A1F,725517,8A454A
58E1B6,D4C9AA,E1C2BF,6FD9EA
42F757,F1D74F,FFCF8E,7CE6F9
F653AD,7B8FD0,998D9E,F0646B
D86BFE,6895FF,6799EF,C58993
9F91F5,7499FD,719CF0,8AA0AD
7B02B8,004D9F,00528A,64484E
450FA5,003B7A,003F69,164348
816D1B,7C6E21,8B6823,86656D
5DA90F,A99611,BD8E29,759BA8
A23B0F,695D1E,775800,A23A3D
D8FD87,FFEFB4,FFECD9,EAEFFF
9F9A02,A99506,BD8D18,A98E98
AA7A42,908247,A27C43,AD737B
C69DEA,94AAF3,9DA9E5,BAA7B4
D82501,7D6F18,8D6900,D72726
4E580B,5F5412,6A4F18,575259
F38DE8,93ADFE,A8ACDD,E99AA6
B0CF1B,DAC11D,F5B730,C1BFCE
4B92F4,658DF1,4592F3,00A0AC
5CBBD2,A7ABC8,A8A9D7,59BBCA
B2E4B9,E3D6B2,F6CFBE,BCDCED
B5F033,F9DD32,FFD69E,CCDFF0
36E32B,DDC428,F7BA44,72D2E3
964C2B,6B6135,795C2B,97494E
3C368D,00428A,004678,224A50
F8F1C9,FDEFC7,FFECE2,FFE9FB
541C58,173569,2A3752,4F2D31
E656F4,5E90FF,6B93E1,D57A83
BD55F2,3381FF,3C86E1,A77982
8EA35A,A99958,BB925F,9899A5
17E190,D5C484,E6BC9B,59D5E6
DBB3A2,C3B9A4,D6B3A0,DDAEBB
D59D18,BBA521,D29C1E,DC919B
B3F176,F7DE70,FFD8AB,C7E2F4
31388B,004188,004576,004B50
4A2BD8,004FA3,00548C,005A60
66EDD7,DDD6CA,E8D0E0,75E7FA
690432,313648,3E342F,671718
595AB0,3761B4,2965AA,436972
361862,002D5C,002F50,2B2E32
26E038,DAC134,F2B74D,6AD0E0
CEF81E,FFE778,FFE3C0,E4E6F8
9EB913,C3AC17,DBA329,ADAAB8
DD743F,9F9049,B4883B,DF6D75
09D428,CDB625,E5AC40,60C4D4
B831CA,006DE3,4371B7,A75B61
DFBDBD,C8C3BF,DBBDBB,E0BAC8
4ADBB2,CDC2A5,DABCBB,64D3E4
34D04C,CAB446,DFAB5B,67C1D1
9DF447,F8DD43,FFD69F,B8E3F5
FED1D8,DFDADC,F3D4D6,FFCFDE
7AC4F0,AEB8E9,ACB7F4,70C7D7
DF9DCD,A6AED7,B7ABC7,DAA1AE
2212B0,003975,003C63,004144
3659E2,0063CE,0069B1,007178
63C2E6,ABB3DD,A9B2EB,5AC4D3
89F8BA,F1E1AF,FFDAC7,A2EDFF
423151,313A56,343A50,40393D
EBA507,C8B114,E2A707,F398A3
C9BB7F,C9B97E,DFB181,D0B1BF
E4E946,FCE046,FFDBAC,F4D9E9
069FF2,7594E9,5897F5,00A6B2
511956,103368,263550,4C2B2F
70EF21,EED31F,FFCA75,96DDEF
83DB22,DDC421,F7B93A,9ECADA
78391F,544C29,5F4821,79393D
1D87EF,5182EB,0087EC,00939D
D5F784,FFEA92,FFE5CC,E6E9FB
B962AD,697EBF,7A7EA3,B06E76
969CD5,8D9CD5,909CD3,8BA2AF
B479C1,768BCD,828BB9,AA838D
BDC8BB,CAC3B8,DABDBD,C0C3D2
F7A227,CAB330,E3A927,FE96A0
1904CF,003E80,00426D,00474A
38A626,A29026,B58837,5B99A5
1DD13B,CAB437,E1AB4D,61C2D1
1DC9D3,B2B3C6,B3B1DB,29C7D7
BEBA47,CAB447,E2AB4D,C9ADBA
778A80,89847D,938082,7A8691
CAA879,BAAC7A,CEA479,CFA0AC
56F834,F4D830,FFD18F,89E6F9
3ED8F9,BCC4EC,B8C2FF,32D9EB
D7901B,B29E24,C8951D,DD858F
4D8390,78798A,7A7793,4D828D
1975F0,1C74F0,007BD3,00868E
28338D,003E80,00416F,00474B
E179A3,9397B3,A7949A,DD7D87
9D9C02,AA9605,BF8E19,A78F9A
8151D9,006ADC,0070C1,656F77
9ABCFD,A6B8FB,A4B8FE,8CC3D2
109859,908352,9C7E62,3F8F9A
3473BB,536EB6,3D71BA,007D86
5F81F3,4A83F6,1889EF,2B94A0
A4B2BB,AFADB8,BAA9BC,A3B0BE
605F08,695D10,755816,67585F
538705,897908,99721E,647C86
622C4C,3A4058,433F49,603438
84B593,B2A88C,C0A297,8CAEBB
9ED5BB,D0C7B3,DFC1C0,A5CEDF
5A74A0,65719D,63719F,517982
A08949,988A4B,AA834C,A5808A
4916D3,004895,004D7F,005358
5B1E18,3A3524,42331B,5C2225
CA3223,776C35,89661A,C93335
170866,002347,00253D,00272A
DC1033,786E4D,8B6928,DA1E1B
161EF9,004EA1,005389,005A5D
A811DE,0065D1,006BB7,905960
A91850,53576C,675548,A5292B
39D126,CCB524,E4AB3E,6CC1D0
370102,201D0D,251C00,3A0706
7F3545,4F4E52,5B4B42,7D3A3E
721820,413D30,4C3A20,711F20
C162CF,5784E9,6E86C2,B3767F
588606,88790A,99721E,687B85
6E8DEE,668DEF,5491EB,4F9BA8
55ACA5,9F9C9C,A698AA,5DA8B5
9011BB,0056B3,005B9D,7C4C51
281C1D,252424,292322,2C2124
C510C6,006CE1,4970B1,B65055
EFFACC,FFF4D6,FFF2EB,F7F3FF
A7E9F2,DDDBEA,E6D7F8,A8E7F9
543868,34446F,384564,4F4247
22E6CE,D3CBC0,DBC6D8,49E0F2
AE837B,928B7F,A18779,AE8089
1712F2,004A98,004F81,005558
FE2181,7983AC,998071,FA3C3E
6BC662,C3B05C,D7A86C,82B9C8
937650,857A53,937551,967079
AA7CF3,5C8FFF,5C93EA,94919C
FC97AC,B4B2B9,CBACA4,FB97A2
7FBA75,B9AA6F,CBA37B,8DAFBD
40A664,9F925D,AE8C6C,599CA8
CAD3EC,CED0EB,DACCED,C7D3E4
86D0C5,C6C0BC,D0BBCA,8CCBDB
53089A,003B7B,003F6A,3A3E42
007D10,796B13,876524,38737C
DF79B6,8C98C8,A095AC,D9818A
A67CBE,7689C6,7F89B8,9C858F
9AD4D2,CBC7CA,D5C2D7,9DD0E1
7A51E2,006ADC,0070BF,58717A
8BE628,E9CE27,FFC45D,A7D5E6
3C9F1B,9C8A1C,AE832F,5B929E
DB9183,ABA28A,BF9C7F,DC8D97
259895,89878B,8C849A,3395A0
6276EC,387BF1,0081E1,338B96
EB4575,818291,9A7E69,E84E52
963724,605731,6D5222,95373B
